NÚMERO IDENTIFICATIVO DEL CONTRATO,OBJETO,IMPORTE CON IVA,IMPORTE SIN IVA,ADJUDICATARIO,NIF ADJUDICATARIO,DURACIÓN,TIPO,METADATA
,Suministro de kits ELISA para el diagnostico de anticuerpos de paratuberculosis en rumiantes,"12.705,00 €","10.500,00 €","IDEXX Laboratorios, S.L.,",,2 meses,Suministros,
,Suministro de kits ELISA para la deteccion de anticuerpos de neosporosis,"14.822,50 €","12.250,00 €","Idvet Biologicos, S.L.,",,2 meses,Suministros,
,Suministro de kits para gamma-interferon (tuberculosis),"2.395,80 €","1.980,00 €","Idvet Biologicos, S.L.,",,1 mes,Suministros,
,Adquisicion de talonarios de recetas de estupefacientes,"1.285,02 €","1.062,00 €","Imprenta GOYMAR, S.L.",,1 Mes,Suministros,
,Adq Mat Imprenta Gabinete Consejero,"1.372,14 €","1.134,00 €","Imprenta Quilogas, S.L.",,1 mes,Suministros,
,Suministro de bisagra para camara frigorifica del departamento de Campañas,"98,55 €","81,45 €","Industrial Frigorifica de Aviles, S.L.U.",,1 mes,Suministros,
,Herramienta informatica estrategia de transformacion digital.servicio de apoyo informatico,"9.680,00 €","8.000,00 €","Informa D/B, S.A",,1 ano,Servicios,
,"Servicio de calibracion de los termometros y sondas de temperatura y de pipeta del Servicio de Laboratorio de 
Sanidad Animal y Vegetal","5.373,71 €","4.441,08 €","Instrumentacion y servicios de calibracion,",,2 meses,Servicios,
,Determinación de toxicidad de tipo ciguatoxina,"7.550,40 €","6.240,00 €",IRTA,,Hasta 31.12.24Servicios,,
,"Adquisición de dispositivos GPS de seguimiento geoespacial experimental del marisqueo a pie en el 
Principado de Asturias","3.702,60 €","3.060,00 €",ITC Sistemas SL,,Un (1) mes,Suministros,
,Suministro de 2 vídeocámaras impermeables con accesorios,"994,16 €","821,62 €",ITC Sistemas SL,,Una (1) semanaSuministros,,
,Plan de transformacion digital.estrategia de transformacion digital.servicio de apoyo informatico,"11.804,34 €","9.755,00 €","Izertis, S.A",,6 meses,Servicios,
,Reparación de manilla en puerta principal de acceso a la OCA de Tineo,"286,36 €","236,66 €",Javier Suarez Diaz,,1 mes,Servicios,
,Suministro de material diverso,"20,88 €","17,26 €",Javier Torre López SL,,Una (1) semanaSuministros,,
,Servicio de guía-intérprete en las visitas de grupos a las instalaciones del Museo del CEP,"3.025,00 €","3.025,00 €",Jorge Fernández Rodríguez,,Hasta 31.12.24Servicios,,
,Reparación urgente puerta entrada y sustitución cerradura en el Centro de Información Agraria de Navia,"588,67 €","486,50 €",Jose Antonio Acevedo Gayol,,15 Días,Servicios,
,Revisión de los chalecos salvavidas y los trajes de inmersión de la embarcación NVA. ASTURIAS,"437,42 €","361,50 €",Jose Antonio Docal SL,,Un (1) mes,Servicios,
,Mantenimiento de las balsas de salvamento de las embarcaciones NVA. ASTURIAS y EL BRAVO,"998,35 €","825,08 €",Jose Antonio Docal SL,,Un (1) mes,Servicios,
,Renovación de toda la iluminación por LED en la oca de Cangas de Onís,"8.155,40 €","6.740,00 €",Jose Manuel Fernández González,,3 meses,Servicios,
,"Redaccion del proyecto de ordenacion de los montes en convenio Llamas de Mouro, Tabladiello y Mieldes","11.165,00 €","10.150,00 €",Jose Manuel Pardo Mendez,,5 meses,Servicio,
,Primera revision del proyecto de ordenacion del MVMC en convenio Braña de Leituelos y Tremo,"12.265,00 €","11.150,00 €",Jose Manuel Pardo Méndez,,5 meses,Servicio,
,"Construccion de mangas ganaderas en el MUP 182 Los Canales de La Boya MUP 184 Fuentes de Invierno y 
MUP 190 Pinin de Mor","42.592,00 €","35.200,00 €",Jose Tejón Rodríguez,,3 meses,Obra,
,Asesor especialista para tribunales de las pruebas para la obtención de titulaciones profesionales de pesca,"3.040,00 €","3.040,00 €",Juan Antonio Fernández García,,"Hasta la 
entrega de 
las 
calificaciones 
definitivas",Servicios,
,"Reparación de caldera en CIA de Navelgas, dependiente de la OCA de Tineo","3.206,50 €","2.650,00 €",Juan Carlos Fernández Rodríguez,,1 mes,Servicios,
,Material náutico y de buceo,"1.089,00 €","900,00 €",Juan G. Morán SL,,Una (1) semanaSuministros,,
,EPIs para los Agentes de Inspección y Vigilancia Pesquera,"5.941,16 €","4.910,05 €","Juan G. Morán, SL",,Un (1) mes,Suministros,
,"Suministro de material de oficina, limpieza y herramientas","847,00 €","700,00 €",Laura Presno García,,Hasta 31.12.24Suministros,,
,Estudio poblacional corzo en REDES y Aller,"14.036,00 €","11.600,00 €",Laureano Prieto Fabián,,hasta el 15 de diciembre de 2024,,
,Elaboración de pienso para alimentación de juveniles de oriciu,"3.993,00 €","3.300,00 €",Lifebioencapsulation SL,,Hasta 30.09.24Suministros,,
,Tala de palmera ubicada en el Laboratorio de Sanidad Animal,"1.796,85 €","1.485,00 €","Lola Green, S.L.",,2 meses,Servicios,
,Tratamiento de tres palmeras ubicadas en el Laboratorio de Sanidad Animal,"3.920,40 €","3.240,00 €","Lola Green, S.L.",,9 meses,Servicios,
,Reparación urgente del vehículo Fiat punto matricula 7681BXB de la oca de Vegadeo,"159,24 €","131,60 €",Luis Ivan Vallina Baniela,,10 días,Servicios,
,Suscripción revista PHYTOMA durante 2024,"85,00 €","81,73 €","M.V. PHYTOMA España, S.L.",,Hasta 31/12/2024Suministros,,
,Reparación coche matrícula 2458GCS Pola de Laviana,"1.098,14 €","907,55 €",Mª del Pilar Cienfuegos Alves,,1 mes,Servicios,
,Reparación urgente de vehículo Suzuki 5095BWY,"258,95 €","214,01 €",Manuel Amancio Rodríguez Carreño,,15 días,Servicios,
,Reparacion vehiculo oficial matricula 5108FGG,"148,01 €","122,32 €",Manuel Valdes Muñiz (Neumaticos Valdelago),,1 Mes,Servicios,
,Reparación vehículo Nissan Patrol O-9704-BD,"789,42 €","652,41 €",María del Pilar Cienfuegos Alves,,10 días,Servicios,
,Reparación y mantenimiento del vehículo 4987 BWY,"590,48 €","488,00 €",María del Pilar Cienfuegos Alves,,15 días,Servicios,
,Primera revision del proyecto de ordenacion del grupo de montes en convenio de Pesoz,"16.142,50 €","14.675,00 €",Martín Iglesias Alvarez,,6 meses,Servicio,
,Suministro de material de ferretería,"1.149,50 €","950,00 €",Martín Vega Maquinaria SA,,Hasta 31.12.24Suministros,,
,Suministro de fundas estancas,"169,40 €","140,00 €",Martín Vega Maquinaria SA,,Una (1) semanaSuministros,,
,Escalera de aluminio y otro material de ferretería,"745,98 €","616,51 €",Martín Vega Maquinaria SA,,Una (1) semanaSuministros,,
,Diverso material para la embarcación RÍA DEL EO,"921,68 €","761,72 €",Martín Vega Maquinaria SA,,Una (1) semanaSuministros,,
,Suministro de 7 ictiómetros,"719,95 €","595,00 €",Martín Vega Maquinaria SA,,Un (1) mes,Suministros,
,Mejora de infraestructuras contra incendio en el concejo de Grandas,"47.810,00 €","39.512,40 €","Medioambiental Valledor, SL",,6 meses,Obra,
,Suministro de sobres para el Laboratorio de Sanidad Animal,"161,66 €","133,60 €",Miguel Cueli Alvarez,,1 mes,Suministros,
,Reparación Nissan X Trail 8275-LPP,"144,39 €","119,33 €",Neumáticos Oviedo S.L.,,30 días,Servicios,
,"Reparacion de vehiculo 0641-KSM - sustitución de cambio de aceite, filtros de aceite, aire, habitaculo, tornillo 
de carter o junta, quitar testigos de mantenimientos en cuandro de mandos","106,09 €","83,81 €","Neumaticos Oviedo, S.L.",,15 dias,Servicios,
,Reparacion vehiculo oficial matricula 5188KSM,"308,05 €","254,59 €","Neumaticos Oviedo, S.L.",,1 Mes,Servicios,
,Reparacion vehiculo oficial matricula 5203KSM,"505,53 €","417,79 €","Neumaticos Oviedo, S.L.",,1 Mes,Servicios,
,Reparacion vehiculo oficial matricula 5196KSM,"531,82 €","439,52 €","Neumaticos Oviedo, S.L.",,1 Mes,Servicios,
,Reparación del RENAULT CLIO 2431GCS de la Oficina Comarcal de Pola de Lena,"413,60 €","341,82 €","Neumáticos Oviedo, S.L.",,15 días,Servicios,
,Suministro y montaje de 2 neumáticos para el vehículo 8841 LCZ,"440,17 €","363,78 €",Neumáticos Sirgo SA,,Una (1) semanaServicios,,
,Suministro y montaje de 2 neumáticos para el vehículo 8832 LCZ,"440,17 €","363,78 €",Neumáticos Sirgo SA,,Una (1) semanaServicios,,
,Suministro y montaje de 2 neumáticos para el vehículo 8812 LCZ,"440,17 €","363,78 €",Neumáticos Sirgo SA,,Una (1) semanaServicios,,
,Tratamientos selvicolas en Pico Abedul MUP nº371 Sierra de Argoma,"30.800,00 €","28.000,00 €","Parrondo obras y servicios, SL",,5 meses,Obra,
,Suministro de material de ferretería,"1.149,50 €","950,00 €",Pérez Logares Maquinaria SL,,Hasta 31.12.24Suministros,,
,"Mejora de Infraestructuras contra incendios en los concejos de Pesoz, Illano y San Martín de Oscos","48.339,50 €","39.950,00 €","Pinabe, SCL",,4 meses,Obra,
,Mejora de infraestructuras contra incendios en el concejo de Allande,"48.195,51 €","39.831,00 €","Pinabe, SCL",,6 meses,Obra,
,Adquisicion kits de toma de muestras oficiales (precintos y bolsas),"1.827,10 €","1.510,00 €","Precintia Seguridad, S.L.",,1 Mes,Suministros,
,Patrocinio del fetival Prestosofest 2024 por la marca Alimentos del Paraiso Natural,"3.630,00 €","3.000,00 €","Prestosas Producciones, S.C.",,2 meses y 1 diaServicios,,
,Insercion de publicidad institucional en la revista TRESEME. Año 2024,"1.452,00 €","1.200,00 €",Progreso Forestal SL,,31/12/2024,Servicio,
,Cambio de suelo y pintura de las dependencias de la DGPM,"42.955,00 €","35.500,00 €",Promogrado SL,,Dos (2) mesesObras,,
,Suministro de reactivos PCR amplificacion y trizol,"5.985,94 €","4.947,06 €","Proquinorte, S.A.",,8 meses,Suministros,
,Sum Bocadinos Paraíso Jorn Ayud PAC,"975,00 €","886,36 €",Quesos del Ppdao. De Asturias S.L.,,3 días,Suministros,
,Suministro y codificación de llaves de acceso a pantalanaes,"1.906,32 €","1.575,47 €",RA-BA Cierres Eléctricos SA,,Una (1) semanaSuministros,,
,"Reparación de cerradura en puerta principal de acceso a la primera planta de la oficina comarcal de 
Villaviciosa","108,07 €","89,31 €",Ramón Berros Poladura,,15 días,Servicios,
,Reparación del motor fueraborda de la embarcación EL BRAVO,"3.849,84 €","3.181,69 €",Ramos RDG. Marco Antonio SL,,Una (1) semanaServicios,,
,Reparación de la embarcación NAVAYO,"1.896,58 €","1.567,42 €",Ramos Rodríguez Marco Antonio,,Un (1) mes,Servicios,
,Diseño e impresión de un mapa de bolsillo con la toponimia de las zonas de percebe,"1.089,00 €","900,00 €",Raúl Moreno Camacho,,Cuatro (4) mesesServicios,,
,Cena Asist Jornadas Ayudas Dir PAC,"4.900,50 €","4.455,00 €","Real Balneario, S.L.",,3 días,Servicios,
,Adquisición de un compás náutico,"120,93 €","99,94 €",Representaciones Navales e Industriales SL,,Un (1) mes,Suministros,
,Chalecos y gorras serigrafiadas,"3.921,07 €","3.240,55 €",Representaciones Navales e Industriales SL,,Un (1) mes,Suministros,
,7 chubasqueros serigrafiados,"630,17 €","520,80 €",Representaciones Navales e Industriales SL,,Un (1) mes,Suministros,
,Suministro de 5 fundas estancas,"199,50 €","164,88 €",Representaciones Navales e Industriales SL,,Una (1) semanaSuministros,,
,Primera revision del proyecto de ordenacion del MVMC en convenio Villarcebollin,"10.593,00 €","9.630,00 €",Rodastur Ingenieria,,5 meses,Servicio,
,Incorporación de datos ambientales a una aplicación SHINY,"9.075,00 €","7.500,00 €",Rubén Hernán Roa Ureta,,Hasta 30.09.24Servicios,,
,CO2,"1.207,10 €","997,60 €",S.E. Carburos Metálicos SA,,Hasta 31.12.24Suministros,,
,Reparación vehículo Nissan X Trail 8654LPP,"1.153,28 €","953,12 €",Sagrario López Fernández,,10 días,Servicios,
